<roll>;<pitch>;<yaw>;<time_to_reach_in_ms>;<optional comment>
2.644;14.765;14.765;010;
2.348;14.815;14.815;010;
2.051;14.859;14.859;010;
1.753;14.897;14.897;010;
1.455;14.929;14.929;010;
1.156;14.955;14.955;010;
0.857;14.975;14.975;010;
0.557;14.990;14.990;010;
0.257;14.998;14.998;010;
-0.042;15.000;15.000;010;
-0.342;14.996;14.996;010;
-0.642;14.986;14.986;010;
-0.942;14.970;14.970;010;
-1.241;14.949;14.949;010;
-1.540;14.921;14.921;010;
-1.838;14.887;14.887;010;
-2.135;14.847;14.847;010;
-2.432;14.802;14.802;010;
-2.727;14.750;14.750;010;
-3.022;14.692;14.692;010;
-3.315;14.629;14.629;010;
-3.607;14.560;14.560;010;
-3.897;14.485;14.485;010;
-4.186;14.404;14.404;010;
-4.473;14.317;14.317;010;
-4.759;14.225;14.225;010;
-5.042;14.127;14.127;010;
-5.324;14.023;14.023;010;
-5.603;13.914;13.914;010;
-5.880;13.799;13.799;010;
-6.155;13.679;13.679;010;
-6.428;13.553;13.553;010;
-6.697;13.422;13.422;010;
-6.964;13.285;13.285;010;
-7.229;13.143;13.143;010;
-7.490;12.996;12.996;010;
-7.748;12.844;12.844;010;
-8.004;12.686;12.686;010;
-8.256;12.524;12.524;010;
-8.505;12.356;12.356;010;
-8.750;12.183;12.183;010;
-8.992;12.006;12.006;010;
-9.230;11.824;11.824;010;
-9.465;11.637;11.637;010;
-9.696;11.445;11.445;010;
-9.923;11.249;11.249;010;
-10.146;11.048;11.048;010;
-10.365;10.843;10.843;010;
-10.579;10.634;10.634;010;
-10.790;10.420;10.420;010;
-10.996;10.202;10.202;010;
-11.198;9.980;9.980;010;
-11.395;9.754;9.754;010;
-11.588;9.524;9.524;010;
-11.776;9.291;9.291;010;
-11.960;9.053;9.053;010;
-12.138;8.812;8.812;010;
-12.312;8.568;8.568;010;
-12.481;8.320;8.320;010;
-12.645;8.069;8.069;010;
-12.804;7.814;7.814;010;
-12.958;7.557;7.557;010;
-13.106;7.296;7.296;010;
-13.249;7.032;7.032;010;
-13.387;6.766;6.766;010;
-13.520;6.497;6.497;010;
-13.647;6.225;6.225;010;
-13.769;5.951;5.951;010;
-13.885;5.675;5.675;010;
-13.996;5.396;5.396;010;
-14.101;5.115;5.115;010;
-14.201;4.832;4.832;010;
-14.294;4.547;4.547;010;
-14.382;4.260;4.260;010;
-14.465;3.972;3.972;010;
-14.541;3.681;3.681;010;
-14.612;3.390;3.390;010;
-14.677;3.097;3.097;010;
-14.736;2.803;2.803;010;
-14.789;2.508;2.508;010;
-14.836;2.211;2.211;010;
-14.877;1.914;1.914;010;
-14.913;1.616;1.616;010;
-14.942;1.318;1.318;010;
-14.965;1.019;1.019;010;
-14.983;0.719;0.719;010;
-14.994;0.419;0.419;010;
-15.000;0.119;0.119;010;
-14.999;-0.181;-0.181;010;
-14.992;-0.480;-0.480;010;
-14.980;-0.780;-0.780;010;
-14.961;-1.080;-1.080;010;
-14.937;-1.379;-1.379;010;
-14.906;-1.677;-1.677;010;
-14.869;-1.975;-1.975;010;
-14.827;-2.272;-2.272;010;
-14.779;-2.568;-2.568;010;
-14.724;-2.863;-2.863;010;
-14.664;-3.157;-3.157;010;
-14.598;-3.449;-3.449;010;
-14.526;-3.741;-3.741;010;
-14.448;-4.030;-4.030;010;
-14.365;-4.319;-4.319;010;
-14.276;-4.605;-4.605;010;
-14.181;-4.890;-4.890;010;
-14.080;-5.172;-5.172;010;
-13.974;-5.453;-5.453;010;
-13.862;-5.731;-5.731;010;
-13.745;-6.007;-6.007;010;
-13.622;-6.281;-6.281;010;
-13.493;-6.552;-6.552;010;
-13.360;-6.821;-6.821;010;
-13.221;-7.086;-7.086;010;
-13.076;-7.349;-7.349;010;
-12.927;-7.609;-7.609;010;
-12.772;-7.866;-7.866;010;
-12.612;-8.120;-8.120;010;
-12.447;-8.371;-8.371;010;
-12.277;-8.618;-8.618;010;
-12.102;-8.862;-8.862;010;
-11.923;-9.102;-9.102;010;
-11.738;-9.339;-9.339;010;
-11.549;-9.572;-9.572;010;
-11.355;-9.801;-9.801;010;
-11.157;-10.026;-10.026;010;
-10.954;-10.247;-10.247;010;
-10.747;-10.464;-10.464;010;
-10.536;-10.677;-10.677;010;
-10.320;-10.885;-10.885;010;
-10.101;-11.090;-11.090;010;
-9.877;-11.289;-11.289;010;
-9.649;-11.485;-11.485;010;
-9.417;-11.675;-11.675;010;
-9.182;-11.861;-11.861;010;
-8.943;-12.043;-12.043;010;
-8.700;-12.219;-12.219;010;
-8.454;-12.391;-12.391;010;
-8.205;-12.557;-12.557;010;
-7.952;-12.719;-12.719;010;
-7.696;-12.875;-12.875;010;
-7.437;-13.027;-13.027;010;
-7.175;-13.173;-13.173;010;
-6.910;-13.314;-13.314;010;
-6.643;-13.449;-13.449;010;
-6.372;-13.579;-13.579;010;
-6.099;-13.704;-13.704;010;
-5.824;-13.823;-13.823;010;
-5.547;-13.937;-13.937;010;
-5.267;-14.045;-14.045;010;
-4.985;-14.148;-14.148;010;
-4.701;-14.244;-14.244;010;
-4.415;-14.336;-14.336;010;
-4.127;-14.421;-14.421;010;
-3.838;-14.501;-14.501;010;
-3.547;-14.574;-14.574;010;
-3.255;-14.643;-14.643;010;
-2.962;-14.705;-14.705;010;
-2.667;-14.761;-14.761;010;
-2.371;-14.811;-14.811;010;
-2.075;-14.856;-14.856;010;
-1.777;-14.894;-14.894;010;
-1.479;-14.927;-14.927;010;
-1.180;-14.954;-14.954;010;
-0.881;-14.974;-14.974;010;
-0.581;-14.989;-14.989;010;
-0.281;-14.997;-14.997;010;
0.019;-15.000;-15.000;010;
0.319;-14.997;-14.997;010;
0.618;-14.987;-14.987;010;
0.918;-14.972;-14.972;010;
1.217;-14.951;-14.951;010;
1.516;-14.923;-14.923;010;
1.814;-14.890;-14.890;010;
2.112;-14.851;-14.851;010;
2.408;-14.805;-14.805;010;
2.704;-14.754;-14.754;010;
2.998;-14.697;-14.697;010;
3.292;-14.634;-14.634;010;
3.584;-14.566;-14.566;010;
3.874;-14.491;-14.491;010;
4.163;-14.411;-14.411;010;
4.451;-14.325;-14.325;010;
4.736;-14.233;-14.233;010;
5.020;-14.135;-14.135;010;
5.302;-14.032;-14.032;010;
5.581;-13.923;-13.923;010;
5.858;-13.809;-13.809;010;
6.133;-13.689;-13.689;010;
6.406;-13.563;-13.563;010;
6.676;-13.433;-13.433;010;
6.943;-13.296;-13.296;010;
7.208;-13.155;-13.155;010;
7.469;-13.008;-13.008;010;
7.728;-12.856;-12.856;010;
7.984;-12.699;-12.699;010;
8.236;-12.537;-12.537;010;
8.485;-12.370;-12.370;010;
8.731;-12.197;-12.197;010;
8.973;-12.020;-12.020;010;
9.211;-11.838;-11.838;010;
9.446;-11.652;-11.652;010;
9.677;-11.461;-11.461;010;
9.905;-11.265;-11.265;010;
10.128;-11.064;-11.064;010;
10.347;-10.860;-10.860;010;
10.562;-10.651;-10.651;010;
10.773;-10.437;-10.437;010;
10.980;-10.220;-10.220;010;
11.182;-9.998;-9.998;010;
11.380;-9.772;-9.772;010;
11.573;-9.543;-9.543;010;
11.761;-9.310;-9.310;010;
11.945;-9.072;-9.072;010;
12.124;-8.832;-8.832;010;
12.299;-8.588;-8.588;010;
12.468;-8.340;-8.340;010;
12.632;-8.089;-8.089;010;
12.791;-7.835;-7.835;010;
12.945;-7.577;-7.577;010;
13.094;-7.317;-7.317;010;
13.238;-7.054;-7.054;010;
13.377;-6.787;-6.787;010;
13.510;-6.518;-6.518;010;
13.637;-6.247;-6.247;010;
13.759;-5.973;-5.973;010;
13.876;-5.697;-5.697;010;
13.987;-5.418;-5.418;010;
14.093;-5.137;-5.137;010;
14.193;-4.854;-4.854;010;
14.287;-4.570;-4.570;010;
14.376;-4.283;-4.283;010;
14.458;-3.995;-3.995;010;
14.535;-3.705;-3.705;010;
14.607;-3.413;-3.413;010;
14.672;-3.120;-3.120;010;
14.731;-2.826;-2.826;010;
14.785;-2.531;-2.531;010;
14.833;-2.235;-2.235;010;
14.874;-1.938;-1.938;010;
14.910;-1.640;-1.640;010;
14.940;-1.342;-1.342;010;
14.964;-1.042;-1.042;010;
14.982;-0.743;-0.743;010;
14.993;-0.443;-0.443;010;
14.999;-0.143;-0.143;010;
14.999;0.157;0.157;010;
14.993;0.457;0.457;010;
14.981;0.756;0.756;010;
14.963;1.056;1.056;010;
14.939;1.355;1.355;010;
14.909;1.653;1.653;010;
14.873;1.951;1.951;010;
14.831;2.248;2.248;010;
14.783;2.544;2.544;010;
14.729;2.839;2.839;010;
14.669;3.133;3.133;010;
14.603;3.426;3.426;010;
14.532;3.718;3.718;010;
14.455;4.007;4.007;010;
14.372;4.296;4.296;010;
14.283;4.582;4.582;010;
14.188;4.867;4.867;010;
14.088;5.150;5.150;010;
13.983;5.430;5.430;010;
13.871;5.709;5.709;010;
13.754;5.985;5.985;010;
13.632;6.259;6.259;010;
13.504;6.530;6.530;010;
13.371;6.799;6.799;010;
13.232;7.065;7.065;010;
13.088;7.328;7.328;010;
12.939;7.589;7.589;010;
12.784;7.846;7.846;010;
12.625;8.100;8.100;010;
12.460;8.351;8.351;010;
12.291;8.598;8.598;010;
12.116;8.843;8.843;010;
11.937;9.083;9.083;010;
11.753;9.320;9.320;010;
11.564;9.553;9.553;010;
11.371;9.783;9.783;010;
11.173;10.008;10.008;010;
10.971;10.229;10.229;010;
10.764;10.447;10.447;010;
10.553;10.660;10.660;010;
10.338;10.869;10.869;010;
10.118;11.073;11.073;010;
9.895;11.274;11.274;010;
9.667;11.469;11.469;010;
9.436;11.660;11.660;010;
9.201;11.847;11.847;010;
8.962;12.028;12.028;010;
8.720;12.205;12.205;010;
8.474;12.377;12.377;010;
8.225;12.544;12.544;010;
7.972;12.706;12.706;010;
7.717;12.863;12.863;010;
7.458;13.015;13.015;010;
7.196;13.161;13.161;010;
6.931;13.302;13.302;010;
6.664;13.438;13.438;010;
6.394;13.569;13.569;010;
6.121;13.694;13.694;010;
5.846;13.814;13.814;010;
5.569;13.928;13.928;010;
5.289;14.037;14.037;010;
5.007;14.140;14.140;010;
4.724;14.237;14.237;010;
4.438;14.328;14.328;010;
4.150;14.414;14.414;010;
3.861;14.494;14.494;010;
3.571;14.569;14.569;010;
3.279;14.637;14.637;010;
2.985;14.700;14.700;010;
2.691;14.757;14.757;010;
2.395;14.808;14.808;010;
2.098;14.853;14.853;010;
1.801;14.891;14.891;010;
1.503;14.925;14.925;010;
1.204;14.952;14.952;010;
0.905;14.973;14.973;010;
0.605;14.988;14.988;010;
0.305;14.997;14.997;010;
0.005;15.000;15.000;010;
-0.295;14.997;14.997;010;
-0.595;14.988;14.988;010;
-0.894;14.973;14.973;010;
-1.193;14.952;14.952;010;
-1.492;14.926;14.926;010;
-1.790;14.893;14.893;010;
-2.088;14.854;14.854;010;
-2.385;14.809;14.809;010;
-2.680;14.759;14.759;010;
-2.975;14.702;14.702;010;
-3.268;14.640;14.640;010;
-3.560;14.571;14.571;010;
-3.851;14.497;14.497;010;
-4.140;14.417;14.417;010;
-4.428;14.332;14.332;010;
-4.713;14.240;14.240;010;
-4.997;14.143;14.143;010;
-5.279;14.040;14.040;010;
-5.559;13.932;13.932;010;
-5.836;13.818;13.818;010;
-6.112;13.698;13.698;010;
-6.384;13.574;13.574;010;
-6.654;13.443;13.443;010;
-6.922;13.307;13.307;010;
-7.187;13.166;13.166;010;
-7.449;13.020;13.020;010;
-7.708;12.868;12.868;010;
-7.963;12.712;12.712;010;
-8.216;12.550;12.550;010;
-8.465;12.383;12.383;010;
-8.711;12.211;12.211;010;
-8.954;12.035;12.035;010;
-9.193;11.853;11.853;010;
-9.428;11.667;11.667;010;
-9.659;11.476;11.476;010;
-9.887;11.281;11.281;010;
-10.110;11.081;11.081;010;
-10.330;10.876;10.876;010;
-10.545;10.667;10.667;010;
-10.757;10.454;10.454;010;
-10.964;10.237;10.237;010;
-11.166;10.016;10.016;010;
-11.364;9.791;9.791;010;
-11.558;9.561;9.561;010;
-11.747;9.328;9.328;010;
-11.931;9.092;9.092;010;
-12.110;8.851;8.851;010;
-12.285;8.607;8.607;010;
-12.455;8.360;8.360;010;
-12.619;8.109;8.109;010;
-12.779;7.855;7.855;010;
-12.933;7.598;7.598;010;
-13.083;7.338;7.338;010;
-13.227;7.075;7.075;010;
-13.366;6.809;6.809;010;
-13.499;6.540;6.540;010;
-13.627;6.269;6.269;010;
-13.750;5.995;5.995;010;
-13.867;5.719;5.719;010;
-13.979;5.440;5.440;010;
-14.085;5.160;5.160;010;
-14.185;4.877;4.877;010;
-14.280;4.592;4.592;010;
-14.369;4.306;4.306;010;
-14.452;4.018;4.018;010;
-14.529;3.728;3.728;010;
-14.601;3.436;3.436;010;
-14.667;3.144;3.144;010;
-14.727;2.850;2.850;010;
-14.781;2.555;2.555;010;
-14.829;2.259;2.259;010;
-14.871;1.962;1.962;010;
-14.907;1.664;1.664;010;
-14.938;1.365;1.365;010;
-14.962;1.066;1.066;010;
-14.980;0.767;0.767;010;
-14.993;0.467;0.467;010;
-14.999;0.167;0.167;010;
-14.999;-0.133;-0.133;010;
-14.994;-0.433;-0.433;010;
-14.982;-0.732;-0.732;010;
-14.964;-1.032;-1.032;010;
-14.941;-1.331;-1.331;010;
-14.911;-1.630;-1.630;010;
-14.876;-1.927;-1.927;010;
-14.834;-2.225;-2.225;010;
-14.787;-2.521;-2.521;010;
-14.733;-2.816;-2.816;010;
-14.674;-3.110;-3.110;010;
-14.609;-3.403;-3.403;010;
-14.538;-3.694;-3.694;010;
-14.461;-3.984;-3.984;010;
-14.379;-4.273;-4.273;010;
-14.290;-4.559;-4.559;010;
-14.196;-4.844;-4.844;010;
-14.096;-5.127;-5.127;010;
-13.991;-5.408;-5.408;010;
-13.880;-5.687;-5.687;010;
-13.764;-5.963;-5.963;010;
-13.642;-6.237;-6.237;010;
-13.514;-6.509;-6.509;010;
-13.381;-6.778;-6.778;010;
-13.243;-7.044;-7.044;010;
-13.100;-7.308;-7.308;010;
-12.951;-7.568;-7.568;010;
-12.797;-7.826;-7.826;010;
-12.638;-8.080;-8.080;010;
-12.474;-8.331;-8.331;010;
-12.305;-8.579;-8.579;010;
-12.131;-8.823;-8.823;010;
-11.952;-9.064;-9.064;010;
-11.768;-9.301;-9.301;010;
-11.580;-9.535;-9.535;010;
-11.387;-9.764;-9.764;010;
-11.189;-9.990;-9.990;010;
-10.987;-10.212;-10.212;010;
-10.781;-10.430;-10.430;010;
-10.570;-10.643;-10.643;010;
-10.355;-10.852;-10.852;010;
-10.136;-11.057;-11.057;010;
-9.913;-11.258;-11.258;010;
-9.686;-11.454;-11.454;010;
-9.455;-11.645;-11.645;010;
-9.220;-11.832;-11.832;010;
-8.981;-12.014;-12.014;010;
-8.739;-12.191;-12.191;010;
-8.494;-12.364;-12.364;010;
-8.245;-12.531;-12.531;010;
-7.992;-12.693;-12.693;010;
-7.737;-12.851;-12.851;010;
-7.479;-13.003;-13.003;010;
-7.217;-13.150;-13.150;010;
-6.953;-13.291;-13.291;010;
-6.685;-13.428;-13.428;010;
-6.415;-13.559;-13.559;010;
-6.143;-13.684;-13.684;010;
-5.868;-13.805;-13.805;010;
-5.591;-13.919;-13.919;010;
-5.311;-14.028;-14.028;010;
-5.030;-14.132;-14.132;010;
-4.746;-14.229;-14.229;010;
-4.461;-14.321;-14.321;010;
-4.173;-14.408;-14.408;010;
-3.884;-14.488;-14.488;010;
-3.594;-14.563;-14.563;010;
-3.302;-14.632;-14.632;010;
-3.009;-14.695;-14.695;010;
-2.714;-14.752;-14.752;010;
-2.419;-14.804;-14.804;010;
-2.122;-14.849;-14.849;010;
-1.825;-14.889;-14.889;010;
-1.527;-14.922;-14.922;010;
-1.228;-14.950;-14.950;010;
-0.929;-14.971;-14.971;010;
-0.629;-14.987;-14.987;010;
-0.329;-14.996;-14.996;010;
-0.029;-15.000;-15.000;010;
0.271;-14.998;-14.998;010;
0.571;-14.989;-14.989;010;
0.870;-14.975;-14.975;010;
1.170;-14.954;-14.954;010;
1.468;-14.928;-14.928;010;
1.767;-14.896;-14.896;010;
2.064;-14.857;-14.857;010;
2.361;-14.813;-14.813;010;
2.657;-14.763;-14.763;010;
2.951;-14.707;-14.707;010;
3.245;-14.645;-14.645;010;
3.537;-14.577;-14.577;010;
3.828;-14.503;-14.503;010;
4.117;-14.424;-14.424;010;
4.405;-14.339;-14.339;010;
4.691;-14.248;-14.248;010;
4.975;-14.151;-14.151;010;
5.257;-14.049;-14.049;010;
5.537;-13.941;-13.941;010;
5.814;-13.827;-13.827;010;
6.090;-13.708;-13.708;010;
6.363;-13.584;-13.584;010;
6.633;-13.454;-13.454;010;
6.901;-13.318;-13.318;010;
7.166;-13.178;-13.178;010;
7.428;-13.032;-13.032;010;
7.687;-12.881;-12.881;010;
7.943;-12.724;-12.724;010;
8.196;-12.563;-12.563;010;
8.446;-12.396;-12.396;010;
8.692;-12.225;-12.225;010;
8.935;-12.049;-12.049;010;
9.174;-11.868;-11.868;010;
9.409;-11.682;-11.682;010;
9.641;-11.491;-11.491;010;
9.869;-11.296;-11.296;010;
10.093;-11.097;-11.097;010;
10.313;-10.893;-10.893;010;
10.528;-10.684;-10.684;010;
10.740;-10.472;-10.472;010;
10.947;-10.255;-10.255;010;
11.150;-10.034;-10.034;010;
11.349;-9.809;-9.809;010;
11.542;-9.580;-9.580;010;
11.732;-9.347;-9.347;010;
11.916;-9.110;-9.110;010;
12.096;-8.870;-8.870;010;
12.271;-8.627;-8.627;010;
12.441;-8.380;-8.380;010;
12.606;-8.129;-8.129;010;
12.766;-7.875;-7.875;010;
12.921;-7.618;-7.618;010;
13.071;-7.359;-7.359;010;
13.216;-7.096;-7.096;010;
13.355;-6.830;-6.830;010;
13.489;-6.561;-6.561;010;
13.617;-6.290;-6.290;010;
13.740;-6.017;-6.017;010;
13.858;-5.741;-5.741;010;
13.970;-5.463;-5.463;010;
14.076;-5.182;-5.182;010;
14.177;-4.900;-4.900;010;
14.272;-4.615;-4.615;010;
14.362;-4.329;-4.329;010;
14.446;-4.041;-4.041;010;
14.523;-3.751;-3.751;010;
14.596;-3.460;-3.460;010;
14.662;-3.167;-3.167;010;
14.722;-2.873;-2.873;010;
14.777;-2.578;-2.578;010;
14.825;-2.282;-2.282;010;
14.868;-1.985;-1.985;010;
14.905;-1.688;-1.688;010;
14.936;-1.389;-1.389;010;
14.960;-1.090;-1.090;010;
14.979;-0.791;-0.791;010;
14.992;-0.491;-0.491;010;
14.999;-0.191;-0.191;010;
15.000;0.109;0.109;010;
14.994;0.409;0.409;010;
14.983;0.709;0.709;010;
14.966;1.008;1.008;010;
14.943;1.307;1.307;010;
14.914;1.606;1.606;010;
14.879;1.904;1.904;010;
14.838;2.201;2.201;010;
14.791;2.497;2.497;010;
14.738;2.792;2.792;010;
14.679;3.087;3.087;010;
14.614;3.380;3.380;010;
14.544;3.671;3.671;010;
14.467;3.961;3.961;010;
14.385;4.250;4.250;010;
14.297;4.537;4.537;010;
14.204;4.822;4.822;010;
14.105;5.105;5.105;010;
14.000;5.386;5.386;010;
13.889;5.665;5.665;010;
13.773;5.941;5.941;010;
13.652;6.216;6.216;010;
13.525;6.487;6.487;010;
13.392;6.757;6.757;010;
13.254;7.023;7.023;010;
13.111;7.287;7.287;010;
12.963;7.547;7.547;010;
12.809;7.805;7.805;010;
12.651;8.060;8.060;010;
12.487;8.311;8.311;010;
12.318;8.559;8.559;010;
12.145;8.804;8.804;010;
11.966;9.045;9.045;010;
11.783;9.283;9.283;010;
11.595;9.516;9.516;010;
11.402;9.746;9.746;010;
11.205;9.972;9.972;010;
11.003;10.194;10.194;010;
10.797;10.412;10.412;010;
10.587;10.626;10.626;010;
10.372;10.836;10.836;010;
10.153;11.041;11.041;010;
9.931;11.242;11.242;010;
9.704;11.438;11.438;010;
9.473;11.630;11.630;010;
9.239;11.817;11.817;010;
9.000;12.000;12.000;010;
8.759;12.177;12.177;010;
8.513;12.350;12.350;010;
8.265;12.518;12.518;010;
8.013;12.681;12.681;010;
7.758;12.838;12.838;010;
7.499;12.991;12.991;010;
7.238;13.138;13.138;010;
6.974;13.280;13.280;010;
6.707;13.417;13.417;010;
6.437;13.549;13.549;010;
6.165;13.675;13.675;010;
5.890;13.795;13.795;010;
5.613;13.910;13.910;010;
5.334;14.020;14.020;010;
5.052;14.124;14.124;010;
4.769;14.222;14.222;010;
4.483;14.314;14.314;010;
4.196;14.401;14.401;010;
3.907;14.482;14.482;010;
3.617;14.557;14.557;010;
3.325;14.627;14.627;010;
3.032;14.690;14.690;010;
2.738;14.748;14.748;010;
2.442;14.800;14.800;010;
2.146;14.846;14.846;010;
1.848;14.886;14.886;010;
1.550;14.920;14.920;010;
1.252;14.948;14.948;010;
0.952;14.970;14.970;010;
0.653;14.986;14.986;010;
0.353;14.996;14.996;010;
0.053;15.000;15.000;010;
-0.247;14.998;14.998;010;
-0.547;14.990;14.990;010;
-0.846;14.976;14.976;010;
-1.146;14.956;14.956;010;
-1.445;14.930;14.930;010;
-1.743;14.898;14.898;010;
-2.041;14.861;14.861;010;
-2.337;14.817;14.817;010;
-2.633;14.767;14.767;010;
-2.928;14.711;14.711;010;
-3.222;14.650;14.650;010;
-3.514;14.583;14.583;010;
-3.805;14.509;14.509;010;
-4.094;14.430;14.430;010;
-4.382;14.346;14.346;010;
-4.668;14.255;14.255;010;
-4.952;14.159;14.159;010;
-5.234;14.057;14.057;010;
-5.514;13.950;13.950;010;
-5.792;13.836;13.836;010;
-6.068;13.718;13.718;010;
-6.341;13.594;13.594;010;
-6.612;13.464;13.464;010;
-6.880;13.329;13.329;010;
-7.145;13.189;13.189;010;
-7.407;13.044;13.044;010;
-7.666;12.893;12.893;010;
-7.923;12.737;12.737;010;
-8.176;12.576;12.576;010;
-8.426;12.410;12.410;010;
-8.672;12.239;12.239;010;
-8.915;12.063;12.063;010;
-9.155;11.882;11.882;010;
-9.391;11.697;11.697;010;
-9.623;11.507;11.507;010;
-9.851;11.312;11.312;010;
-10.075;11.113;11.113;010;
-10.295;10.909;10.909;010;
-10.511;10.701;10.701;010;
-10.723;10.489;10.489;010;
-10.931;10.272;10.272;010;
-11.134;10.051;10.051;010;
-11.333;9.827;9.827;010;
-11.527;9.598;9.598;010;
-11.717;9.366;9.366;010;
-11.902;9.129;9.129;010;
-12.082;8.890;8.890;010;
-12.257;8.646;8.646;010;
-12.428;8.399;8.399;010;
-12.593;8.149;8.149;010;
-12.754;7.896;7.896;010;
-12.909;7.639;7.639;010;
-13.059;7.379;7.379;010;
-13.204;7.117;7.117;010;
-13.344;6.851;6.851;010;
-13.478;6.583;6.583;010;
-13.607;6.312;6.312;010;
-13.731;6.039;6.039;010;
-13.849;5.763;5.763;010;
-13.961;5.485;5.485;010;
-14.068;5.204;5.204;010;
-14.169;4.922;4.922;010;
-14.265;4.638;4.638;010;
-14.355;4.352;4.352;010;
-14.439;4.064;4.064;010;
-14.517;3.774;3.774;010;
-14.590;3.483;3.483;010;
-14.657;3.190;3.190;010;
-14.718;2.897;2.897;010;
-14.773;2.602;2.602;010;
-14.822;2.306;2.306;010;
-14.865;2.009;2.009;010;
-14.902;1.711;1.711;010;
-14.933;1.413;1.413;010;
-14.959;1.114;1.114;010;
-14.978;0.815;0.815;010;
-14.991;0.515;0.515;010;
-14.998;0.215;0.215;010;
-15.000;-0.085;-0.085;010;
-14.995;-0.385;-0.385;010;
-14.984;-0.685;-0.685;010;
-14.968;-0.984;-0.984;010;
-14.945;-1.283;-1.283;010;
-14.916;-1.582;-1.582;010;
-14.882;-1.880;-1.880;010;
-14.841;-2.177;-2.177;010;
-14.795;-2.474;-2.474;010;
-14.742;-2.769;-2.769;010;
-14.684;-3.063;-3.063;010;
-14.620;-3.356;-3.356;010;
-14.550;-3.648;-3.648;010;
-14.474;-3.938;-3.938;010;
-14.392;-4.227;-4.227;010;
-14.305;-4.514;-4.514;010;
-14.212;-4.799;-4.799;010;
-14.113;-5.082;-5.082;010;
-14.008;-5.364;-5.364;010;
-13.898;-5.643;-5.643;010;
-13.783;-5.919;-5.919;010;
-13.661;-6.194;-6.194;010;
-13.535;-6.466;-6.466;010;
-13.403;-6.735;-6.735;010;
-13.265;-7.002;-7.002;010;
-13.123;-7.266;-7.266;010;
-12.975;-7.527;-7.527;010;
-12.822;-7.785;-7.785;010;
-12.663;-8.040;-8.040;010;
-12.500;-8.291;-8.291;010;
-12.332;-8.540;-8.540;010;
-12.159;-8.785;-8.785;010;
-11.980;-9.026;-9.026;010;
-11.798;-9.264;-9.264;010;
-11.610;-9.498;-9.498;010;
-11.418;-9.728;-9.728;010;
-11.221;-9.955;-9.955;010;
-11.020;-10.177;-10.177;010;
-10.814;-10.395;-10.395;010;
-10.604;-10.609;-10.609;010;
-10.389;-10.819;-10.819;010;
-10.171;-11.025;-11.025;010;
-9.948;-11.226;-11.226;010;
-9.722;-11.423;-11.423;010;
-9.492;-11.615;-11.615;010;
-9.257;-11.803;-11.803;010;
-9.020;-11.985;-11.985;010;
-8.778;-12.163;-12.163;010;
-8.533;-12.336;-12.336;010;
-8.285;-12.505;-12.505;010;
-8.033;-12.668;-12.668;010;
-7.778;-12.826;-12.826;010;
-7.520;-12.979;-12.979;010;
-7.259;-13.127;-13.127;010;
-6.995;-13.269;-13.269;010;
-6.728;-13.406;-13.406;010;
-6.459;-13.538;-13.538;010;
-6.187;-13.665;-13.665;010;
-5.912;-13.786;-13.786;010;
-5.635;-13.901;-13.901;010;
-5.356;-14.011;-14.011;010;
-5.075;-14.115;-14.115;010;
-4.791;-14.214;-14.214;010;
-4.506;-14.307;-14.307;010;
-4.219;-14.394;-14.394;010;
-3.931;-14.476;-14.476;010;
-3.640;-14.552;-14.552;010;
-3.348;-14.621;-14.621;010;
-3.055;-14.686;-14.686;010;
-2.761;-14.744;-14.744;010;
-2.466;-14.796;-14.796;010;
-2.169;-14.842;-14.842;010;
-1.872;-14.883;-14.883;010;
-1.574;-14.917;-14.917;010;
-1.275;-14.946;-14.946;010;
-0.976;-14.968;-14.968;010;
-0.677;-14.985;-14.985;010;
-0.377;-14.995;-14.995;010;
-0.077;-15.000;-15.000;010;
0.223;-14.998;-14.998;010;
0.523;-14.991;-14.991;010;
0.823;-14.977;-14.977;010;
1.122;-14.958;-14.958;010;
1.421;-14.933;-14.933;010;
1.719;-14.901;-14.901;010;
2.017;-14.864;-14.864;010;
2.314;-14.820;-14.820;010;
2.610;-14.771;-14.771;010;
2.905;-14.716;-14.716;010;
3.198;-14.655;-14.655;010;
3.491;-14.588;-14.588;010;
3.782;-14.515;-14.515;010;
4.071;-14.437;-14.437;010;
4.359;-14.353;-14.353;010;
4.645;-14.263;-14.263;010;
4.930;-14.167;-14.167;010;
5.212;-14.065;-14.065;010;
5.492;-13.958;-13.958;010;
5.770;-13.846;-13.846;010;
6.046;-13.728;-13.728;010;
6.319;-13.604;-13.604;010;
6.590;-13.475;-13.475;010;
6.858;-13.340;-13.340;010;
7.124;-13.200;-13.200;010;
7.386;-13.055;-13.055;010;
7.646;-12.905;-12.905;010;
7.902;-12.750;-12.750;010;
8.156;-12.589;-12.589;010;
8.406;-12.423;-12.423;010;
8.653;-12.253;-12.253;010;
8.896;-12.077;-12.077;010;
9.136;-11.897;-11.897;010;
9.372;-11.712;-11.712;010;
9.604;-11.522;-11.522;010;
9.833;-11.328;-11.328;010;
10.057;-11.129;-11.129;010;
10.278;-10.925;-10.925;010;
10.494;-10.718;-10.718;010;
10.707;-10.506;-10.506;010;
10.915;-10.289;-10.289;010;
11.118;-10.069;-10.069;010;
11.317;-9.845;-9.845;010;
11.512;-9.616;-9.616;010;
11.702;-9.384;-9.384;010;
